All_12_15,All_12_3,All_15_18,All_18_21,All_21_24,All_3_6,All_6_9,All_9_12,BikeFatal,Bike_12_15,Bike_12_3,Bike_15_18,Bike_18_21,Bike_21_24,Bike_3_6,Bike_6_9,Bike_9_12,Fatalities,MVFatal,MV_12_15,MV_12_3,MV_15_18,MV_18_21,MV_21_24,MV_3_6,MV_6_9,MV_9_12,OBJECTID,PedFatal,Ped_12_15,Ped_12_3,Ped_15_18,Ped_18_21,Ped_21_24,Ped_3_6,Ped_6_9,Ped_9_12,geometry_x,geometry_y,source_layer_id
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,1015266.2099371701,257032.29274350405,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,179,0,0,0,0,0,0,0,0,0,1016145.1812763363,259815.20384433866,3
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,1018946.877772674,257527.73696258664,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181,1,1,0,0,0,0,0,0,0,1010758.7258419245,269686.89965209365,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,182,1,0,0,0,1,0,0,0,0,1012885.0339252502,268830.48404209316,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,1,0,0,0,0,0,0,0,1,1026774.1590340883,201232.544107005,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184,1,0,0,0,0,0,0,1,0,1026530.7868174165,202686.7341120094,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,1,0,0,0,0,1,0,0,0,1021215.6435763389,215295.47464250028,3
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1027679.383601591,214505.11533084512,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,1,0,0,0,0,1,0,0,0,1023332.2892774194,239590.1366830021,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,1,0,0,1,0,0,0,0,0,1021222.4020930082,244460.94058966637,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189,1,0,0,1,0,0,0,0,0,1023077.8741038442,240343.43570134044,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,190,1,0,0,0,0,0,1,0,0,1024471.433980763,243118.56105658412,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,1026155.3774632514,246443.88248991966,3
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,192,0,0,0,0,0,0,0,0,0,1022556.1789530069,255380.3341051787,3
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,1023648.4963221699,253054.79085600376,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,1,0,0,0,0,0,0,1,0,1023097.1850888431,255450.83593267202,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,195,0,0,0,0,0,0,0,0,0,1027170.6608657539,259151.93417350948,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,196,0,0,0,0,0,0,0,0,0,1021971.5406865925,265517.4037260115,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,1023332.3749071807,267253.29887625575,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,1,0,0,0,0,0,1,0,0,1024480.1577165872,264465.3979559988,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,199,0,0,0,0,0,0,0,0,0,1034834.795471847,204515.30952309072,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,1,0,0,0,0,0,0,1,0,1038442.5933743417,209727.22823308408,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,1,0,0,1,0,0,0,0,0,1031951.8750565946,214117.50488558412,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,202,1,0,0,0,0,0,0,1,0,1031855.6875849217,217647.7665258348,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,203,1,0,0,0,0,1,0,0,0,1032462.8317118436,215968.79678666592,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204,1,0,0,0,1,0,0,0,0,1036038.5036943406,214780.23289084435,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,205,0,0,0,0,0,0,0,0,0,1041395.2679151744,201058.60744699836,3
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,1042571.8698926717,203989.2344597578,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207,1,1,0,0,0,0,0,0,0,1044654.7197295874,204916.51639783382,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208,1,0,0,1,0,0,0,0,0,1054491.5766962618,207442.11797392368,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209,1,0,0,0,0,1,0,0,0,1053670.390674591,211431.59818391502,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,210,1,0,0,1,0,0,0,0,0,1063591.8698473424,207609.2370622605,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211,1,0,1,0,0,0,0,0,0,1000132.9203219265,199662.35367783904,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,212,0,0,0,0,0,0,0,0,0,1036761.4251487553,154042.36289700866,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,213,1,0,0,0,0,0,0,0,1,1010870.4480594248,256109.45666266978,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,214,1,0,0,0,0,0,1,0,0,1031355.0783499181,199420.2806711793,3
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,1032796.4074882567,198642.06372366846,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216,1,0,1,0,0,0,0,0,0,1002041.1875027567,186192.63028925657,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217,1,0,1,0,0,0,0,0,0,1011973.9002488405,178722.75382484496,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,1,0,0,0,1,0,0,0,0,941660.6937626749,161134.10166625679,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,219,0,0,0,0,0,0,0,0,0,1033188.7882651687,164236.5695426762,3
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,220,0,0,0,0,0,0,0,0,0,1005485.0516780019,176393.18761783838,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,221,1,0,0,0,0,1,0,0,0,987262.8876630962,202191.4168611765,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,1044977.6816820949,209754.87581558526,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,223,1,0,0,0,1,0,0,0,0,1027818.5631132573,183656.04415509105,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224,1,0,0,0,0,0,0,1,0,983469.1583739221,204638.90212367475,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,984264.5373605937,184807.99657559395,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1020873.2062690854,251532.00223492086,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1003696.9647030085,253413.76257900894,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1011960.6292780042,262280.2300822586,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,951936.3959802538,144734.324426502,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1005270.5773694217,175565.56558541954,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1006635.146818757,207082.42446759343,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1016936.2361246794,243643.89169883728,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,934685.120443508,166907.76794041693,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,948906.4138512611,145039.87269991636,4
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,2,0,0,2,0,0,0,0,0,944106.8827679306,155221.00030350685,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,947095.6208849251,156564.07242050767,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,942229.3898037523,171378.3652984202,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,953596.2958756685,156179.43014517426,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,957627.8462115079,156411.95264600217,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,958128.2454731762,150009.29484766722,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,954335.192035675,174368.0745420903,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,961906.6959215105,164184.02338792384,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,0,0,0,0,965888.7053459287,163012.45453684032,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,0,976379.8979461789,166179.98724375665,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,977022.7575528473,170895.10904708505,4
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,979616.1906861663,170814.42843417823,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,983117.4300747514,148445.41706992686,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,981697.5677570105,159954.6588151753,4
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,984648.8016839176,158611.59391599894,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,982672.5687597543,161186.04710042477,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,1,982188.2655945122,165269.81189875305,4
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,985266.9959855974,168236.1412679255,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,0,985628.238701418,169614.96068875492,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,0,986170.8327605873,163796.5635329187,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,1,0,0,0,988101.3505530953,161271.99509125948,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,980577.8357445002,173285.75354400277,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,1,0,0,0,985215.6706289202,171602.53545375168,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,1,1,0,0,0,0,0,0,0,987380.9976630956,183505.70029567182,4
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,987494.5473047644,190614.68837425113,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,988539.8011197597,192861.27508842945,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,992649.1993970126,149284.01316174865,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,993700.414158091,153295.6235768348,4
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,993456.1689116806,157030.12726266682,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,992446.9386466742,166679.73361958563,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,1,1,0,0,0,0,0,0,0,993472.7666475028,162286.11707875133,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,1,0,0,0,999979.751665011,168345.05181126297,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,995432.9136458337,177854.5403381735,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,999371.0455333441,175787.58581067622,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,990339.6669425964,188788.92201267183,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,1,0,0,1,0,0,0,0,0,991511.2059380859,182729.17264924943,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1,0,1,0,0,0,0,0,0,991375.376157254,186923.1865709275,4
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,994632.6970704198,183968.7154457569,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,1,0,0,0,995908.3621700108,183617.72730259597,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,992533.2540908456,190483.5895550847,4
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,993711.985329181,195457.62455449998,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,996576.0412808359,197074.9868053347,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,1,0,0,1,0,0,0,0,0,996967.9335416704,196829.65921200812,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,1,1,0,0,0,0,0,0,0,998259.7551050037,196137.95816758275,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0,999122.5847441703,192744.72348426282,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1,1,0,0,0,0,0,0,0,983346.4650497586,201729.3475753367,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,984273.3398364186,204118.473046422,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,1,0,987179.9449155927,203846.40370866656,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,1,0,0,1,0,0,0,0,0,988733.8850491792,202128.96947950125,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,1,988543.3706664294,207772.284636423,4
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,988029.4379672557,208946.1897689253,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,1,0,1,0,0,0,0,0,0,989158.084660083,209227.14688417315,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,1,0,1,0,0,0,0,0,0,989428.6638433337,209371.3037480861,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,1,0,1,0,0,0,0,0,0,981931.5334964246,212634.27950559556,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,0,983645.2541503459,216447.96577583253,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,984139.5802614242,211708.65799725056,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,1,1,0,0,0,0,0,0,0,984639.4906789213,212609.63388559222,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,985733.0810114294,219801.70250667632,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,1,986169.6779072583,215373.7487641722,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,1,0,0,988268.8305330873,211484.7214372605,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,1,1,0,0,0,0,0,0,0,989808.6601305902,214264.95833083987,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,989480.91144225,221349.31752167642,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,1,0,0,1,0,0,0,0,0,991233.6015064269,205162.90009142458,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,74,0,0,0,0,0,0,0,0,0,996700.5456250012,207118.2997239232,4
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,998510.1827537566,200765.41183917224,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,1,0,0,1,0,0,0,0,0,998615.6139733344,203285.5121139288,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,999328.6538858414,201438.97414034605,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,1,990440.5056516677,215405.064318344,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,1,0,1,0,0,0,0,0,0,990305.8179289252,217267.7147925049,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,1,0,1,0,0,0,0,0,0,991906.4971422553,217000.14971083403,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,1,0,0,0,993633.4421791732,216961.01593084633,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,1,0,0,1,0,0,0,0,0,994133.5067958385,214848.89745166898,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,1,0,0,1,0,0,0,0,0,994386.6230875105,215306.52448917925,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,1,0,0,0,1,0,0,0,0,996671.5046725869,217959.93978600204,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,1,0,1,0,0,0,0,0,0,999667.4885100126,215031.61034083366,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,1,0,995496.73241584,221369.75383250415,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,996042.2562591732,226910.1000352502,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,1,1,0,0,0,0,0,0,0,998004.30614084,223386.5411375016,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,1,1,0,0,0,0,0,0,0,998160.1194775105,227234.4825885892,4
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,998939.5732991695,228642.30785691738,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,1,0,0,1,0,0,0,0,0,999025.1407133341,220669.5255741775,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92,1,0,1,0,0,0,0,0,0,995794.0743408352,236458.0235246718,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,996683.9150808454,238063.86676967144,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,1,0,0,1,0,0,0,0,0,997392.2109083384,231914.02047358453,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,1,998456.2376516759,236459.98218217492,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,1,0,0,998910.7971100062,236510.39218634367,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,1,0,0,0,1000629.8389475048,156391.97237101197,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,1,0,1,0,0,0,0,0,0,1002769.7457569242,152759.23357351124,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1004273.1974744201,168142.762189582,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1000687.4664569199,175895.42680233717,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,101,0,0,0,0,0,0,0,0,0,1000231.5326575041,178238.16161817312,4
