weathername,lgt_condname,hour,day_weekname,Total_Accidents,Total_Fatalities,Fatality_Rate
Not Reported,Dark - Unknown Lighting,5,Wednesday,2,2,1.0
Not Reported,Dark - Unknown Lighting,6,Friday,3,3,1.0
Not Reported,Dark - Unknown Lighting,6,Thursday,1,1,1.0
Not Reported,Dark - Unknown Lighting,6,Tuesday,3,4,1.3333333333333333
Not Reported,Dark - Unknown Lighting,7,Friday,1,1,1.0
Not Reported,Dark - Unknown Lighting,7,Sunday,1,1,1.0
Not Reported,Dark - Unknown Lighting,7,Tuesday,1,1,1.0
Not Reported,Dark - Unknown Lighting,7,Wednesday,1,1,1.0
Not Reported,Dark - Unknown Lighting,17,Friday,1,1,1.0
Not Reported,Dark - Unknown Lighting,17,Monday,1,1,1.0
Not Reported,Dark - Unknown Lighting,17,Saturday,2,2,1.0
Not Reported,Dark - Unknown Lighting,17,Thursday,3,3,1.0
Not Reported,Dark - Unknown Lighting,17,Tuesday,2,4,2.0
Not Reported,Dark - Unknown Lighting,18,Friday,2,2,1.0
Not Reported,Dark - Unknown Lighting,18,Saturday,1,1,1.0
Not Reported,Dark - Unknown Lighting,18,Sunday,1,1,1.0
Not Reported,Dark - Unknown Lighting,18,Thursday,3,3,1.0
Not Reported,Dark - Unknown Lighting,18,Tuesday,1,1,1.0
Not Reported,Dark - Unknown Lighting,18,Wednesday,5,5,1.0
Not Reported,Dark - Unknown Lighting,19,Friday,6,7,1.1666666666666667
Not Reported,Dark - Unknown Lighting,19,Monday,1,1,1.0
Not Reported,Dark - Unknown Lighting,19,Saturday,4,4,1.0
Not Reported,Dark - Unknown Lighting,19,Sunday,2,2,1.0
Not Reported,Dark - Unknown Lighting,19,Thursday,5,8,1.6
Not Reported,Dark - Unknown Lighting,19,Tuesday,2,2,1.0
Not Reported,Dark - Unknown Lighting,19,Wednesday,2,2,1.0
Not Reported,Dark - Unknown Lighting,20,Friday,10,10,1.0
Not Reported,Dark - Unknown Lighting,20,Monday,8,8,1.0
Not Reported,Dark - Unknown Lighting,20,Saturday,10,15,1.5
Not Reported,Dark - Unknown Lighting,20,Sunday,4,4,1.0
Not Reported,Dark - Unknown Lighting,20,Thursday,7,7,1.0
Not Reported,Dark - Unknown Lighting,20,Tuesday,3,3,1.0
Not Reported,Dark - Unknown Lighting,20,Wednesday,6,6,1.0
Not Reported,Dark - Unknown Lighting,21,Friday,6,6,1.0
Not Reported,Dark - Unknown Lighting,21,Monday,6,6,1.0
Not Reported,Dark - Unknown Lighting,21,Saturday,8,8,1.0
Not Reported,Dark - Unknown Lighting,21,Sunday,5,5,1.0
Not Reported,Dark - Unknown Lighting,21,Thursday,8,8,1.0
Not Reported,Dark - Unknown Lighting,21,Tuesday,8,8,1.0
Not Reported,Dark - Unknown Lighting,21,Wednesday,3,3,1.0
Not Reported,Dark - Unknown Lighting,22,Friday,11,11,1.0
Not Reported,Dark - Unknown Lighting,22,Monday,6,6,1.0
Not Reported,Dark - Unknown Lighting,22,Saturday,10,10,1.0
Not Reported,Dark - Unknown Lighting,22,Sunday,4,4,1.0
Not Reported,Dark - Unknown Lighting,22,Thursday,5,5,1.0
Not Reported,Dark - Unknown Lighting,22,Tuesday,1,1,1.0
Not Reported,Dark - Unknown Lighting,22,Wednesday,4,4,1.0
Not Reported,Dark - Unknown Lighting,23,Friday,7,10,1.4285714285714286
Not Reported,Dark - Unknown Lighting,23,Monday,7,7,1.0
Not Reported,Dark - Unknown Lighting,23,Saturday,11,11,1.0
Not Reported,Dark - Unknown Lighting,23,Sunday,6,9,1.5
Not Reported,Dark - Unknown Lighting,23,Thursday,9,12,1.3333333333333333
Not Reported,Dark - Unknown Lighting,23,Tuesday,6,6,1.0
Not Reported,Dark - Unknown Lighting,23,Wednesday,4,5,1.25
Not Reported,Dark - Unknown Lighting,99,Thursday,2,2,1.0
Not Reported,Dark - Unknown Lighting,99,Tuesday,2,2,1.0
Not Reported,Dawn,4,Saturday,1,1,1.0
Not Reported,Dawn,4,Thursday,2,3,1.5
Not Reported,Dawn,4,Tuesday,1,1,1.0
Not Reported,Dawn,4,Wednesday,1,1,1.0
Not Reported,Dawn,5,Friday,10,11,1.1
Not Reported,Dawn,5,Monday,9,10,1.1111111111111112
Not Reported,Dawn,5,Saturday,5,5,1.0
Not Reported,Dawn,5,Sunday,10,11,1.1
Not Reported,Dawn,5,Thursday,6,6,1.0
Not Reported,Dawn,5,Tuesday,9,9,1.0
Not Reported,Dawn,5,Wednesday,10,10,1.0
Not Reported,Dawn,6,Friday,23,25,1.0869565217391304
Not Reported,Dawn,6,Monday,19,20,1.0526315789473684
Not Reported,Dawn,6,Saturday,11,14,1.2727272727272727
Not Reported,Dawn,6,Sunday,15,15,1.0
Not Reported,Dawn,6,Thursday,20,21,1.05
Not Reported,Dawn,6,Tuesday,17,20,1.1764705882352942
Not Reported,Dawn,6,Wednesday,28,29,1.0357142857142858
Not Reported,Dawn,7,Friday,11,12,1.0909090909090908
Not Reported,Dawn,7,Monday,8,8,1.0
Not Reported,Dawn,7,Saturday,4,4,1.0
Not Reported,Dawn,7,Sunday,8,8,1.0
Not Reported,Dawn,7,Thursday,7,8,1.1428571428571428
Not Reported,Dawn,7,Tuesday,10,10,1.0
Not Reported,Dawn,7,Wednesday,10,10,1.0
Not Reported,Dawn,8,Monday,1,1,1.0
Not Reported,Dawn,8,Sunday,1,1,1.0
Not Reported,Dawn,99,Monday,1,1,1.0
Not Reported,Dawn,99,Saturday,1,1,1.0
Not Reported,Dawn,99,Tuesday,1,1,1.0
Not Reported,Daylight,2,Wednesday,1,1,1.0
Not Reported,Daylight,4,Friday,1,1,1.0
Not Reported,Daylight,4,Sunday,1,1,1.0
Not Reported,Daylight,4,Thursday,1,1,1.0
Not Reported,Daylight,5,Monday,4,4,1.0
Not Reported,Daylight,5,Saturday,3,3,1.0
Not Reported,Daylight,5,Sunday,1,1,1.0
Not Reported,Daylight,5,Tuesday,3,3,1.0
Not Reported,Daylight,5,Wednesday,3,3,1.0
Not Reported,Daylight,6,Friday,23,23,1.0
Not Reported,Daylight,6,Monday,20,21,1.05
Not Reported,Daylight,6,Saturday,14,15,1.0714285714285714
Not Reported,Daylight,6,Sunday,17,18,1.0588235294117647
Not Reported,Daylight,6,Thursday,26,27,1.0384615384615385
Not Reported,Daylight,6,Tuesday,19,20,1.0526315789473684
Not Reported,Daylight,6,Wednesday,28,31,1.1071428571428572
Not Reported,Daylight,7,Friday,50,53,1.06
Not Reported,Daylight,7,Monday,60,69,1.15
Not Reported,Daylight,7,Saturday,52,58,1.1153846153846154
Not Reported,Daylight,7,Sunday,32,33,1.03125
Not Reported,Daylight,7,Thursday,47,56,1.1914893617021276
Not Reported,Daylight,7,Tuesday,68,72,1.0588235294117647
Not Reported,Daylight,7,Wednesday,72,78,1.0833333333333333
Not Reported,Daylight,8,Friday,54,59,1.0925925925925926
Not Reported,Daylight,8,Monday,62,67,1.0806451612903225
Not Reported,Daylight,8,Saturday,50,51,1.02
Not Reported,Daylight,8,Sunday,33,34,1.0303030303030303
Not Reported,Daylight,8,Thursday,65,69,1.0615384615384615
Not Reported,Daylight,8,Tuesday,64,70,1.09375
Not Reported,Daylight,8,Wednesday,65,68,1.0461538461538462
Not Reported,Daylight,9,Friday,71,75,1.056338028169014
Not Reported,Daylight,9,Monday,72,76,1.0555555555555556
Not Reported,Daylight,9,Saturday,53,55,1.0377358490566038
Not Reported,Daylight,9,Sunday,47,55,1.1702127659574468
Not Reported,Daylight,9,Thursday,55,58,1.0545454545454545
Not Reported,Daylight,9,Tuesday,61,62,1.0163934426229508
Not Reported,Daylight,9,Wednesday,55,57,1.0363636363636364
Not Reported,Daylight,10,Friday,80,94,1.175
Not Reported,Daylight,10,Monday,58,63,1.0862068965517242
Not Reported,Daylight,10,Saturday,86,92,1.069767441860465
Not Reported,Daylight,10,Sunday,62,67,1.0806451612903225
Not Reported,Daylight,10,Thursday,73,76,1.0410958904109588
Not Reported,Daylight,10,Tuesday,70,73,1.042857142857143
Not Reported,Daylight,10,Wednesday,54,57,1.0555555555555556
Not Reported,Daylight,11,Friday,78,85,1.0897435897435896
Not Reported,Daylight,11,Monday,89,94,1.0561797752808988
Not Reported,Daylight,11,Saturday,88,95,1.0795454545454546
Not Reported,Daylight,11,Sunday,58,62,1.0689655172413792
Not Reported,Daylight,11,Thursday,78,83,1.064102564102564
Not Reported,Daylight,11,Tuesday,78,86,1.1025641025641026
Not Reported,Daylight,11,Wednesday,79,86,1.0886075949367089
Not Reported,Daylight,12,Friday,89,94,1.0561797752808988
Not Reported,Daylight,12,Monday,96,104,1.0833333333333333
Not Reported,Daylight,12,Saturday,110,123,1.1181818181818182
Not Reported,Daylight,12,Sunday,92,98,1.065217391304348
Not Reported,Daylight,12,Thursday,72,76,1.0555555555555556
Not Reported,Daylight,12,Tuesday,97,99,1.0206185567010309
Not Reported,Daylight,12,Wednesday,79,84,1.0632911392405062
Not Reported,Daylight,13,Friday,113,121,1.0707964601769913
Not Reported,Daylight,13,Monday,87,92,1.0574712643678161
Not Reported,Daylight,13,Saturday,105,107,1.019047619047619
Not Reported,Daylight,13,Sunday,105,116,1.1047619047619048
Not Reported,Daylight,13,Thursday,108,114,1.0555555555555556
Not Reported,Daylight,13,Tuesday,90,101,1.1222222222222222
Not Reported,Daylight,13,Wednesday,90,97,1.0777777777777777
Not Reported,Daylight,14,Friday,129,144,1.1162790697674418
Not Reported,Daylight,14,Monday,119,134,1.1260504201680672
Not Reported,Daylight,14,Saturday,106,113,1.0660377358490567
Not Reported,Daylight,14,Sunday,111,121,1.09009009009009
Not Reported,Daylight,14,Thursday,113,125,1.1061946902654867
Not Reported,Daylight,14,Tuesday,102,112,1.0980392156862746
Not Reported,Daylight,14,Wednesday,118,128,1.0847457627118644
Not Reported,Daylight,15,Friday,121,132,1.0909090909090908
Not Reported,Daylight,15,Monday,106,114,1.0754716981132075
Not Reported,Daylight,15,Saturday,131,138,1.0534351145038168
Not Reported,Daylight,15,Sunday,115,123,1.0695652173913044
Not Reported,Daylight,15,Thursday,119,126,1.0588235294117647
Not Reported,Daylight,15,Tuesday,116,120,1.0344827586206897
Not Reported,Daylight,15,Wednesday,119,124,1.0420168067226891
Not Reported,Daylight,16,Friday,106,123,1.1603773584905661
Not Reported,Daylight,16,Monday,101,111,1.099009900990099
Not Reported,Daylight,16,Saturday,108,120,1.1111111111111112
Not Reported,Daylight,16,Sunday,112,121,1.0803571428571428
Not Reported,Daylight,16,Thursday,88,93,1.0568181818181819
Not Reported,Daylight,16,Tuesday,95,103,1.0842105263157895
Not Reported,Daylight,16,Wednesday,105,110,1.0476190476190477
Not Reported,Daylight,17,Friday,85,95,1.1176470588235294
Not Reported,Daylight,17,Monday,84,90,1.0714285714285714
Not Reported,Daylight,17,Saturday,103,110,1.0679611650485437
Not Reported,Daylight,17,Sunday,71,75,1.056338028169014
Not Reported,Daylight,17,Thursday,74,79,1.0675675675675675
Not Reported,Daylight,17,Tuesday,74,77,1.0405405405405406
Not Reported,Daylight,17,Wednesday,84,87,1.0357142857142858
Not Reported,Daylight,18,Friday,59,67,1.1355932203389831
Not Reported,Daylight,18,Monday,58,63,1.0862068965517242
Not Reported,Daylight,18,Saturday,93,100,1.075268817204301
Not Reported,Daylight,18,Sunday,79,87,1.1012658227848102
Not Reported,Daylight,18,Thursday,55,63,1.1454545454545455
Not Reported,Daylight,18,Tuesday,62,71,1.1451612903225807
Not Reported,Daylight,18,Wednesday,76,85,1.118421052631579
Not Reported,Daylight,19,Friday,42,44,1.0476190476190477
Not Reported,Daylight,19,Monday,37,38,1.027027027027027
Not Reported,Daylight,19,Saturday,53,53,1.0
Not Reported,Daylight,19,Sunday,38,42,1.105263157894737
Not Reported,Daylight,19,Thursday,41,46,1.1219512195121952
Not Reported,Daylight,19,Tuesday,30,30,1.0
Not Reported,Daylight,19,Wednesday,34,36,1.0588235294117647
Not Reported,Daylight,20,Friday,8,10,1.25
Not Reported,Daylight,20,Monday,7,7,1.0
Not Reported,Daylight,20,Saturday,15,16,1.0666666666666667
Not Reported,Daylight,20,Sunday,11,12,1.0909090909090908
Not Reported,Daylight,20,Thursday,12,13,1.0833333333333333
Not Reported,Daylight,20,Tuesday,5,5,1.0
Not Reported,Daylight,20,Wednesday,6,7,1.1666666666666667
Not Reported,Daylight,21,Friday,1,1,1.0
Not Reported,Daylight,21,Monday,2,2,1.0
Not Reported,Daylight,21,Saturday,1,1,1.0
Not Reported,Daylight,21,Sunday,2,2,1.0
Not Reported,Daylight,21,Thursday,2,2,1.0
Not Reported,Daylight,21,Wednesday,1,1,1.0
Not Reported,Daylight,22,Monday,1,1,1.0
Not Reported,Daylight,22,Saturday,2,2,1.0
Not Reported,Daylight,22,Thursday,2,2,1.0
Not Reported,Daylight,22,Wednesday,1,1,1.0
Not Reported,Daylight,99,Friday,2,2,1.0
Not Reported,Daylight,99,Monday,3,3,1.0
Not Reported,Daylight,99,Saturday,2,2,1.0
Not Reported,Daylight,99,Sunday,3,3,1.0
Not Reported,Daylight,99,Thursday,2,2,1.0
Not Reported,Daylight,99,Tuesday,4,4,1.0
Not Reported,Daylight,99,Wednesday,1,1,1.0
Not Reported,Dusk,16,Friday,2,3,1.5
Not Reported,Dusk,16,Monday,6,6,1.0
Not Reported,Dusk,16,Saturday,3,3,1.0
Not Reported,Dusk,16,Sunday,6,6,1.0
Not Reported,Dusk,16,Thursday,3,3,1.0
Not Reported,Dusk,16,Tuesday,4,4,1.0
Not Reported,Dusk,16,Wednesday,2,2,1.0
Not Reported,Dusk,17,Friday,12,12,1.0
Not Reported,Dusk,17,Monday,11,14,1.2727272727272727
Not Reported,Dusk,17,Saturday,8,8,1.0
Not Reported,Dusk,17,Sunday,9,10,1.1111111111111112
Not Reported,Dusk,17,Thursday,12,12,1.0
Not Reported,Dusk,17,Tuesday,12,12,1.0
Not Reported,Dusk,17,Wednesday,8,9,1.125
Not Reported,Dusk,18,Friday,13,13,1.0
Not Reported,Dusk,18,Monday,2,2,1.0
Not Reported,Dusk,18,Saturday,8,8,1.0
Not Reported,Dusk,18,Sunday,7,7,1.0
Not Reported,Dusk,18,Thursday,12,12,1.0
Not Reported,Dusk,18,Tuesday,15,15,1.0
Not Reported,Dusk,18,Wednesday,11,12,1.0909090909090908
Not Reported,Dusk,19,Friday,20,21,1.05
Not Reported,Dusk,19,Monday,14,15,1.0714285714285714
Not Reported,Dusk,19,Saturday,19,20,1.0526315789473684
Not Reported,Dusk,19,Sunday,10,10,1.0
Not Reported,Dusk,19,Thursday,14,15,1.0714285714285714
Not Reported,Dusk,19,Tuesday,20,21,1.05
Not Reported,Dusk,19,Wednesday,7,8,1.1428571428571428
Not Reported,Dusk,20,Friday,21,21,1.0
Not Reported,Dusk,20,Monday,21,21,1.0
Not Reported,Dusk,20,Saturday,14,14,1.0
Not Reported,Dusk,20,Sunday,15,15,1.0
Not Reported,Dusk,20,Thursday,9,9,1.0
Not Reported,Dusk,20,Tuesday,7,8,1.1428571428571428
Not Reported,Dusk,20,Wednesday,9,9,1.0
Not Reported,Dusk,21,Monday,1,1,1.0
Not Reported,Dusk,21,Saturday,5,5,1.0
Not Reported,Dusk,21,Tuesday,2,2,1.0
Not Reported,Dusk,21,Wednesday,2,4,2.0
Not Reported,Dusk,23,Friday,1,1,1.0
Not Reported,Dusk,23,Saturday,1,1,1.0
Not Reported,Not Reported,0,Friday,1,1,1.0
Not Reported,Not Reported,0,Saturday,3,4,1.3333333333333333
Not Reported,Not Reported,0,Tuesday,2,2,1.0
Not Reported,Not Reported,0,Wednesday,1,1,1.0
Not Reported,Not Reported,1,Saturday,1,1,1.0
Not Reported,Not Reported,1,Sunday,3,3,1.0
Not Reported,Not Reported,2,Friday,1,1,1.0
Not Reported,Not Reported,2,Monday,1,1,1.0
Not Reported,Not Reported,2,Saturday,2,2,1.0
Not Reported,Not Reported,2,Sunday,5,5,1.0
Not Reported,Not Reported,2,Wednesday,1,1,1.0
Not Reported,Not Reported,3,Friday,2,2,1.0
Not Reported,Not Reported,3,Sunday,3,3,1.0
Not Reported,Not Reported,3,Thursday,1,1,1.0
Not Reported,Not Reported,3,Wednesday,1,1,1.0
Not Reported,Not Reported,4,Friday,1,1,1.0
Not Reported,Not Reported,4,Monday,1,1,1.0
Not Reported,Not Reported,4,Saturday,2,2,1.0
Not Reported,Not Reported,4,Sunday,3,3,1.0
Not Reported,Not Reported,4,Thursday,1,1,1.0
Not Reported,Not Reported,4,Tuesday,1,1,1.0
Not Reported,Not Reported,4,Wednesday,1,2,2.0
Not Reported,Not Reported,5,Friday,1,1,1.0
Not Reported,Not Reported,5,Monday,3,3,1.0
Not Reported,Not Reported,5,Sunday,2,2,1.0
Not Reported,Not Reported,5,Thursday,2,2,1.0
Not Reported,Not Reported,5,Tuesday,2,4,2.0
Not Reported,Not Reported,5,Wednesday,2,2,1.0
Not Reported,Not Reported,6,Friday,4,4,1.0
Not Reported,Not Reported,6,Monday,3,3,1.0
Not Reported,Not Reported,6,Saturday,4,6,1.5
Not Reported,Not Reported,6,Thursday,4,4,1.0
Not Reported,Not Reported,6,Tuesday,2,2,1.0
Not Reported,Not Reported,6,Wednesday,1,1,1.0
Not Reported,Not Reported,7,Friday,1,1,1.0
Not Reported,Not Reported,7,Monday,2,2,1.0
Not Reported,Not Reported,7,Saturday,1,1,1.0
Not Reported,Not Reported,7,Thursday,2,3,1.5
Not Reported,Not Reported,7,Tuesday,1,1,1.0
Not Reported,Not Reported,7,Wednesday,1,1,1.0
Not Reported,Not Reported,8,Monday,1,1,1.0
Not Reported,Not Reported,8,Saturday,2,2,1.0
Not Reported,Not Reported,8,Sunday,2,2,1.0
Not Reported,Not Reported,8,Thursday,1,1,1.0
Not Reported,Not Reported,9,Monday,1,1,1.0
Not Reported,Not Reported,9,Saturday,1,1,1.0
Not Reported,Not Reported,9,Sunday,2,2,1.0
Not Reported,Not Reported,9,Thursday,1,1,1.0
Not Reported,Not Reported,9,Tuesday,4,4,1.0
Not Reported,Not Reported,10,Saturday,3,3,1.0
Not Reported,Not Reported,10,Sunday,1,1,1.0
Not Reported,Not Reported,10,Thursday,3,3,1.0
Not Reported,Not Reported,10,Tuesday,2,2,1.0
Not Reported,Not Reported,11,Friday,2,2,1.0
Not Reported,Not Reported,11,Monday,1,1,1.0
Not Reported,Not Reported,11,Saturday,1,1,1.0
Not Reported,Not Reported,11,Sunday,1,1,1.0
Not Reported,Not Reported,11,Tuesday,1,1,1.0
Not Reported,Not Reported,11,Wednesday,1,1,1.0
Not Reported,Not Reported,12,Friday,2,2,1.0
Not Reported,Not Reported,12,Monday,1,1,1.0
Not Reported,Not Reported,12,Thursday,2,2,1.0
Not Reported,Not Reported,12,Wednesday,1,1,1.0
Not Reported,Not Reported,13,Monday,1,1,1.0
Not Reported,Not Reported,13,Saturday,1,1,1.0
Not Reported,Not Reported,13,Sunday,3,3,1.0
Not Reported,Not Reported,14,Friday,3,4,1.3333333333333333
Not Reported,Not Reported,14,Sunday,1,1,1.0
Not Reported,Not Reported,14,Thursday,1,1,1.0
Not Reported,Not Reported,14,Wednesday,3,3,1.0
Not Reported,Not Reported,15,Monday,1,1,1.0
Not Reported,Not Reported,15,Saturday,1,1,1.0
Not Reported,Not Reported,15,Sunday,1,1,1.0
Not Reported,Not Reported,15,Thursday,4,4,1.0
Not Reported,Not Reported,15,Tuesday,1,1,1.0
Not Reported,Not Reported,15,Wednesday,1,1,1.0
Not Reported,Not Reported,16,Friday,3,3,1.0
Not Reported,Not Reported,16,Monday,2,3,1.5
Not Reported,Not Reported,16,Saturday,2,2,1.0
Not Reported,Not Reported,16,Sunday,2,2,1.0
Not Reported,Not Reported,16,Thursday,2,2,1.0
Not Reported,Not Reported,16,Tuesday,1,1,1.0
Not Reported,Not Reported,16,Wednesday,3,3,1.0
Not Reported,Not Reported,17,Friday,5,5,1.0
Not Reported,Not Reported,17,Monday,2,2,1.0
Not Reported,Not Reported,17,Saturday,8,8,1.0
Not Reported,Not Reported,17,Sunday,6,6,1.0
Not Reported,Not Reported,17,Thursday,1,1,1.0
Not Reported,Not Reported,17,Tuesday,2,2,1.0
Not Reported,Not Reported,17,Wednesday,3,3,1.0
Not Reported,Not Reported,18,Friday,4,4,1.0
Not Reported,Not Reported,18,Monday,5,5,1.0
Not Reported,Not Reported,18,Saturday,7,9,1.2857142857142858
Not Reported,Not Reported,18,Sunday,5,5,1.0
Not Reported,Not Reported,18,Thursday,2,3,1.5
Not Reported,Not Reported,18,Tuesday,8,8,1.0
Not Reported,Not Reported,18,Wednesday,5,5,1.0
Not Reported,Not Reported,19,Friday,4,4,1.0
Not Reported,Not Reported,19,Monday,4,4,1.0
Not Reported,Not Reported,19,Saturday,4,4,1.0
Not Reported,Not Reported,19,Sunday,4,5,1.25
Not Reported,Not Reported,19,Thursday,2,2,1.0
Not Reported,Not Reported,19,Tuesday,3,3,1.0
Not Reported,Not Reported,19,Wednesday,3,3,1.0
Not Reported,Not Reported,20,Friday,6,6,1.0
Not Reported,Not Reported,20,Monday,4,4,1.0
Not Reported,Not Reported,20,Saturday,4,4,1.0
Not Reported,Not Reported,20,Sunday,1,1,1.0
Not Reported,Not Reported,20,Thursday,2,2,1.0
Not Reported,Not Reported,20,Tuesday,4,4,1.0
Not Reported,Not Reported,20,Wednesday,6,6,1.0
Not Reported,Not Reported,21,Friday,3,3,1.0
Not Reported,Not Reported,21,Monday,4,4,1.0
Not Reported,Not Reported,21,Saturday,1,1,1.0
Not Reported,Not Reported,21,Sunday,1,1,1.0
Not Reported,Not Reported,21,Thursday,5,6,1.2
Not Reported,Not Reported,21,Tuesday,4,4,1.0
Not Reported,Not Reported,22,Friday,3,3,1.0
Not Reported,Not Reported,22,Monday,1,1,1.0
Not Reported,Not Reported,22,Saturday,2,3,1.5
Not Reported,Not Reported,22,Sunday,3,3,1.0
Not Reported,Not Reported,22,Thursday,1,1,1.0
Not Reported,Not Reported,22,Tuesday,2,2,1.0
Not Reported,Not Reported,22,Wednesday,3,3,1.0
Not Reported,Not Reported,23,Friday,2,2,1.0
Not Reported,Not Reported,23,Monday,3,3,1.0
Not Reported,Not Reported,23,Saturday,1,1,1.0
Not Reported,Not Reported,23,Thursday,3,3,1.0
Not Reported,Not Reported,23,Tuesday,2,2,1.0
Not Reported,Not Reported,23,Wednesday,1,1,1.0
Not Reported,Not Reported,99,Friday,17,17,1.0
Not Reported,Not Reported,99,Monday,8,9,1.125
Not Reported,Not Reported,99,Saturday,15,15,1.0
Not Reported,Not Reported,99,Sunday,13,15,1.1538461538461537
Not Reported,Not Reported,99,Thursday,8,8,1.0
Not Reported,Not Reported,99,Tuesday,11,11,1.0
Not Reported,Not Reported,99,Wednesday,9,9,1.0
Not Reported,Other,8,Sunday,1,1,1.0
Not Reported,Reported as Unknown,1,Wednesday,1,1,1.0
Not Reported,Reported as Unknown,2,Sunday,1,1,1.0
Not Reported,Reported as Unknown,5,Sunday,1,1,1.0
Not Reported,Reported as Unknown,5,Tuesday,1,1,1.0
Not Reported,Reported as Unknown,6,Friday,2,2,1.0
Not Reported,Reported as Unknown,6,Saturday,1,1,1.0
Not Reported,Reported as Unknown,6,Thursday,2,2,1.0
Not Reported,Reported as Unknown,6,Wednesday,1,1,1.0
Not Reported,Reported as Unknown,7,Monday,1,1,1.0
Not Reported,Reported as Unknown,8,Saturday,2,2,1.0
Not Reported,Reported as Unknown,9,Monday,1,1,1.0
Not Reported,Reported as Unknown,9,Sunday,1,1,1.0
Not Reported,Reported as Unknown,11,Sunday,1,1,1.0
Not Reported,Reported as Unknown,12,Saturday,1,1,1.0
Not Reported,Reported as Unknown,13,Monday,1,1,1.0
Not Reported,Reported as Unknown,13,Tuesday,1,3,3.0
Not Reported,Reported as Unknown,14,Monday,1,1,1.0
Not Reported,Reported as Unknown,14,Sunday,1,1,1.0
Not Reported,Reported as Unknown,14,Thursday,1,2,2.0
Not Reported,Reported as Unknown,16,Saturday,2,2,1.0
Not Reported,Reported as Unknown,16,Sunday,2,2,1.0
Not Reported,Reported as Unknown,16,Thursday,1,1,1.0
Not Reported,Reported as Unknown,17,Sunday,1,1,1.0
Not Reported,Reported as Unknown,18,Friday,1,1,1.0
Not Reported,Reported as Unknown,18,Monday,1,1,1.0
Not Reported,Reported as Unknown,18,Sunday,1,1,1.0
Not Reported,Reported as Unknown,18,Thursday,1,1,1.0
Not Reported,Reported as Unknown,18,Tuesday,1,1,1.0
Not Reported,Reported as Unknown,19,Monday,1,1,1.0
Not Reported,Reported as Unknown,19,Tuesday,1,1,1.0
Not Reported,Reported as Unknown,21,Monday,1,1,1.0
Not Reported,Reported as Unknown,21,Sunday,1,1,1.0
Not Reported,Reported as Unknown,22,Sunday,1,3,3.0
Not Reported,Reported as Unknown,22,Tuesday,1,1,1.0
Not Reported,Reported as Unknown,99,Friday,5,5,1.0
Not Reported,Reported as Unknown,99,Monday,4,4,1.0
Not Reported,Reported as Unknown,99,Saturday,5,5,1.0
Not Reported,Reported as Unknown,99,Sunday,6,6,1.0
Not Reported,Reported as Unknown,99,Thursday,5,6,1.2
Not Reported,Reported as Unknown,99,Tuesday,6,6,1.0
Not Reported,Reported as Unknown,99,Wednesday,2,3,1.5
Not Reported,Unknown,7,Friday,1,1,1.0
Not Reported,Unknown,7,Sunday,1,3,3.0
Not Reported,Unknown,8,Sunday,1,1,1.0
Not Reported,Unknown,9,Thursday,1,1,1.0
Not Reported,Unknown,10,Thursday,1,1,1.0
Not Reported,Unknown,11,Tuesday,1,1,1.0
Not Reported,Unknown,12,Friday,1,1,1.0
Not Reported,Unknown,12,Sunday,1,1,1.0
Not Reported,Unknown,13,Sunday,1,1,1.0
Not Reported,Unknown,14,Saturday,1,1,1.0
Not Reported,Unknown,15,Tuesday,1,1,1.0
Not Reported,Unknown,17,Sunday,1,1,1.0
Not Reported,Unknown,17,Tuesday,1,1,1.0
Not Reported,Unknown,17,Wednesday,1,1,1.0
Not Reported,Unknown,18,Friday,5,6,1.2
Not Reported,Unknown,18,Monday,1,1,1.0
Not Reported,Unknown,18,Sunday,2,3,1.5
Not Reported,Unknown,18,Wednesday,1,1,1.0
Not Reported,Unknown,19,Friday,2,2,1.0
Not Reported,Unknown,20,Monday,1,1,1.0
Not Reported,Unknown,20,Saturday,1,1,1.0
Not Reported,Unknown,20,Sunday,2,2,1.0
Not Reported,Unknown,20,Tuesday,1,1,1.0
Not Reported,Unknown,21,Friday,1,1,1.0
Not Reported,Unknown,99,Friday,2,2,1.0
Not Reported,Unknown,99,Monday,2,2,1.0
Not Reported,Unknown,99,Saturday,4,4,1.0
Not Reported,Unknown,99,Sunday,5,5,1.0
Not Reported,Unknown,99,Thursday,1,1,1.0
Not Reported,Unknown,99,Tuesday,4,4,1.0
Not Reported,Unknown,99,Wednesday,4,4,1.0
Other,Dark - Lighted,0,Friday,1,1,1.0
Other,Dark - Lighted,0,Saturday,3,3,1.0
Other,Dark - Lighted,0,Sunday,1,1,1.0
Other,Dark - Lighted,1,Monday,1,1,1.0
Other,Dark - Lighted,1,Saturday,1,1,1.0
Other,Dark - Lighted,1,Sunday,3,3,1.0
Other,Dark - Lighted,1,Thursday,2,2,1.0
Other,Dark - Lighted,1,Wednesday,1,1,1.0
Other,Dark - Lighted,2,Friday,4,4,1.0
Other,Dark - Lighted,2,Sunday,2,3,1.5
Other,Dark - Lighted,2,Thursday,1,2,2.0
Other,Dark - Lighted,2,Wednesday,1,1,1.0
Other,Dark - Lighted,3,Sunday,1,1,1.0
Other,Dark - Lighted,3,Thursday,1,2,2.0
Other,Dark - Lighted,4,Friday,1,1,1.0
Other,Dark - Lighted,4,Monday,2,3,1.5
Other,Dark - Lighted,4,Saturday,2,2,1.0
