weathername,lgt_condname,hour,day_weekname,Total_Accidents,Total_Fatalities,Fatality_Rate
"Blowing Sand, Soil, Dirt",Dark - Lighted,0,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Lighted,3,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Lighted,6,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Lighted,20,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Lighted,21,Monday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Lighted,21,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,1,Sunday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,2,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,3,Friday,2,2,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,5,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,5,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,17,Monday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,18,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,18,Tuesday,2,3,1.5
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,18,Wednesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,19,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,19,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,20,Sunday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,21,Sunday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,22,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Not Lighted,23,Tuesday,1,2,2.0
"Blowing Sand, Soil, Dirt",Dark - Unknown Lighting,1,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dark - Unknown Lighting,22,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dawn,5,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dawn,8,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,7,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,7,Wednesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,9,Friday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,9,Saturday,2,4,2.0
"Blowing Sand, Soil, Dirt",Daylight,9,Thursday,1,3,3.0
"Blowing Sand, Soil, Dirt",Daylight,10,Friday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,10,Monday,6,9,1.5
"Blowing Sand, Soil, Dirt",Daylight,10,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,11,Monday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,11,Saturday,3,3,1.0
"Blowing Sand, Soil, Dirt",Daylight,11,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,11,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,12,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,12,Sunday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,12,Thursday,2,3,1.5
"Blowing Sand, Soil, Dirt",Daylight,12,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,12,Wednesday,3,4,1.3333333333333333
"Blowing Sand, Soil, Dirt",Daylight,13,Sunday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,13,Tuesday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,14,Monday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,14,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,14,Sunday,1,3,3.0
"Blowing Sand, Soil, Dirt",Daylight,14,Tuesday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,15,Friday,2,2,1.0
"Blowing Sand, Soil, Dirt",Daylight,15,Monday,2,3,1.5
"Blowing Sand, Soil, Dirt",Daylight,15,Saturday,1,3,3.0
"Blowing Sand, Soil, Dirt",Daylight,15,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,15,Wednesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,16,Friday,7,11,1.5714285714285714
"Blowing Sand, Soil, Dirt",Daylight,16,Sunday,1,8,8.0
"Blowing Sand, Soil, Dirt",Daylight,16,Wednesday,3,4,1.3333333333333333
"Blowing Sand, Soil, Dirt",Daylight,17,Monday,4,9,2.25
"Blowing Sand, Soil, Dirt",Daylight,17,Sunday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,17,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,17,Tuesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,18,Wednesday,3,4,1.3333333333333333
"Blowing Sand, Soil, Dirt",Daylight,19,Wednesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,20,Thursday,1,1,1.0
"Blowing Sand, Soil, Dirt",Daylight,20,Wednesday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dusk,17,Monday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dusk,17,Saturday,1,1,1.0
"Blowing Sand, Soil, Dirt",Dusk,18,Sunday,1,1,1.0
Blowing Snow,Dark - Lighted,0,Friday,1,1,1.0
Blowing Snow,Dark - Lighted,0,Monday,1,1,1.0
Blowing Snow,Dark - Lighted,0,Saturday,1,1,1.0
Blowing Snow,Dark - Lighted,0,Sunday,1,1,1.0
Blowing Snow,Dark - Lighted,2,Saturday,1,1,1.0
Blowing Snow,Dark - Lighted,4,Friday,1,1,1.0
Blowing Snow,Dark - Lighted,5,Wednesday,1,1,1.0
Blowing Snow,Dark - Lighted,7,Sunday,1,1,1.0
Blowing Snow,Dark - Lighted,16,Friday,1,1,1.0
Blowing Snow,Dark - Lighted,17,Saturday,1,1,1.0
Blowing Snow,Dark - Lighted,17,Wednesday,1,1,1.0
Blowing Snow,Dark - Lighted,18,Friday,1,1,1.0
Blowing Snow,Dark - Lighted,18,Saturday,1,1,1.0
Blowing Snow,Dark - Lighted,19,Monday,1,1,1.0
Blowing Snow,Dark - Lighted,19,Saturday,1,1,1.0
Blowing Snow,Dark - Lighted,19,Tuesday,1,1,1.0
Blowing Snow,Dark - Lighted,22,Monday,1,1,1.0
Blowing Snow,Dark - Lighted,22,Thursday,1,1,1.0
Blowing Snow,Dark - Lighted,23,Monday,1,1,1.0
Blowing Snow,Dark - Not Lighted,0,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,0,Sunday,2,2,1.0
Blowing Snow,Dark - Not Lighted,0,Thursday,1,1,1.0
Blowing Snow,Dark - Not Lighted,2,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,3,Monday,1,1,1.0
Blowing Snow,Dark - Not Lighted,3,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,4,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,4,Thursday,1,2,2.0
Blowing Snow,Dark - Not Lighted,4,Wednesday,2,2,1.0
Blowing Snow,Dark - Not Lighted,5,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,5,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,5,Thursday,4,4,1.0
Blowing Snow,Dark - Not Lighted,6,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,6,Monday,1,3,3.0
Blowing Snow,Dark - Not Lighted,6,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,6,Thursday,2,3,1.5
Blowing Snow,Dark - Not Lighted,7,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,8,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,16,Thursday,1,1,1.0
Blowing Snow,Dark - Not Lighted,16,Tuesday,1,2,2.0
Blowing Snow,Dark - Not Lighted,17,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,17,Monday,1,1,1.0
Blowing Snow,Dark - Not Lighted,17,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,17,Thursday,1,2,2.0
Blowing Snow,Dark - Not Lighted,17,Tuesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,17,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,18,Monday,2,2,1.0
Blowing Snow,Dark - Not Lighted,18,Saturday,1,2,2.0
Blowing Snow,Dark - Not Lighted,18,Sunday,1,1,1.0
Blowing Snow,Dark - Not Lighted,18,Tuesday,3,3,1.0
Blowing Snow,Dark - Not Lighted,18,Wednesday,1,2,2.0
Blowing Snow,Dark - Not Lighted,19,Friday,4,4,1.0
Blowing Snow,Dark - Not Lighted,19,Monday,2,2,1.0
Blowing Snow,Dark - Not Lighted,19,Saturday,3,3,1.0
Blowing Snow,Dark - Not Lighted,19,Sunday,3,3,1.0
Blowing Snow,Dark - Not Lighted,19,Thursday,1,1,1.0
Blowing Snow,Dark - Not Lighted,19,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,20,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,20,Sunday,2,2,1.0
Blowing Snow,Dark - Not Lighted,20,Thursday,1,1,1.0
Blowing Snow,Dark - Not Lighted,20,Tuesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,20,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,21,Friday,1,1,1.0
Blowing Snow,Dark - Not Lighted,21,Monday,1,1,1.0
Blowing Snow,Dark - Not Lighted,21,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,21,Sunday,1,1,1.0
Blowing Snow,Dark - Not Lighted,21,Tuesday,2,2,1.0
Blowing Snow,Dark - Not Lighted,21,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,22,Friday,3,3,1.0
Blowing Snow,Dark - Not Lighted,22,Monday,1,1,1.0
Blowing Snow,Dark - Not Lighted,22,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,22,Thursday,4,4,1.0
Blowing Snow,Dark - Not Lighted,22,Tuesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,22,Wednesday,1,1,1.0
Blowing Snow,Dark - Not Lighted,23,Friday,3,3,1.0
Blowing Snow,Dark - Not Lighted,23,Monday,1,2,2.0
Blowing Snow,Dark - Not Lighted,23,Saturday,1,1,1.0
Blowing Snow,Dark - Not Lighted,23,Wednesday,1,1,1.0
Blowing Snow,Dark - Unknown Lighting,22,Wednesday,1,1,1.0
Blowing Snow,Dawn,5,Sunday,1,1,1.0
Blowing Snow,Dawn,6,Monday,1,1,1.0
Blowing Snow,Dawn,6,Wednesday,2,2,1.0
Blowing Snow,Dawn,7,Sunday,1,1,1.0
Blowing Snow,Dawn,7,Thursday,1,1,1.0
Blowing Snow,Dawn,7,Wednesday,1,1,1.0
Blowing Snow,Dawn,8,Sunday,1,1,1.0
Blowing Snow,Daylight,7,Friday,1,1,1.0
Blowing Snow,Daylight,7,Monday,1,1,1.0
Blowing Snow,Daylight,7,Saturday,2,3,1.5
Blowing Snow,Daylight,7,Thursday,4,4,1.0
Blowing Snow,Daylight,7,Tuesday,2,2,1.0
Blowing Snow,Daylight,8,Friday,1,1,1.0
Blowing Snow,Daylight,8,Saturday,2,2,1.0
Blowing Snow,Daylight,8,Sunday,1,1,1.0
Blowing Snow,Daylight,8,Thursday,3,4,1.3333333333333333
Blowing Snow,Daylight,8,Tuesday,4,4,1.0
Blowing Snow,Daylight,8,Wednesday,1,1,1.0
Blowing Snow,Daylight,9,Friday,3,3,1.0
Blowing Snow,Daylight,9,Saturday,2,2,1.0
Blowing Snow,Daylight,9,Sunday,3,3,1.0
Blowing Snow,Daylight,9,Thursday,2,2,1.0
Blowing Snow,Daylight,9,Tuesday,3,6,2.0
Blowing Snow,Daylight,9,Wednesday,1,1,1.0
Blowing Snow,Daylight,10,Friday,2,2,1.0
Blowing Snow,Daylight,10,Monday,2,2,1.0
Blowing Snow,Daylight,10,Saturday,5,5,1.0
Blowing Snow,Daylight,10,Sunday,3,3,1.0
Blowing Snow,Daylight,10,Thursday,2,2,1.0
Blowing Snow,Daylight,10,Tuesday,1,1,1.0
Blowing Snow,Daylight,10,Wednesday,2,2,1.0
Blowing Snow,Daylight,11,Friday,2,2,1.0
Blowing Snow,Daylight,11,Monday,2,2,1.0
Blowing Snow,Daylight,11,Saturday,3,3,1.0
Blowing Snow,Daylight,11,Sunday,2,2,1.0
Blowing Snow,Daylight,11,Thursday,2,2,1.0
Blowing Snow,Daylight,12,Friday,1,2,2.0
Blowing Snow,Daylight,12,Monday,1,1,1.0
Blowing Snow,Daylight,12,Saturday,2,3,1.5
Blowing Snow,Daylight,12,Sunday,3,3,1.0
Blowing Snow,Daylight,12,Thursday,1,1,1.0
Blowing Snow,Daylight,12,Tuesday,2,2,1.0
Blowing Snow,Daylight,13,Friday,2,2,1.0
Blowing Snow,Daylight,13,Saturday,4,4,1.0
Blowing Snow,Daylight,13,Thursday,2,2,1.0
Blowing Snow,Daylight,13,Wednesday,2,3,1.5
Blowing Snow,Daylight,14,Friday,2,2,1.0
Blowing Snow,Daylight,14,Monday,4,4,1.0
Blowing Snow,Daylight,14,Saturday,2,2,1.0
Blowing Snow,Daylight,14,Sunday,1,1,1.0
Blowing Snow,Daylight,14,Thursday,1,2,2.0
Blowing Snow,Daylight,14,Tuesday,5,5,1.0
Blowing Snow,Daylight,15,Friday,3,4,1.3333333333333333
Blowing Snow,Daylight,15,Monday,3,4,1.3333333333333333
Blowing Snow,Daylight,15,Saturday,2,3,1.5
Blowing Snow,Daylight,15,Sunday,5,5,1.0
Blowing Snow,Daylight,15,Thursday,1,1,1.0
Blowing Snow,Daylight,15,Tuesday,1,1,1.0
Blowing Snow,Daylight,15,Wednesday,2,2,1.0
Blowing Snow,Daylight,16,Friday,3,4,1.3333333333333333
Blowing Snow,Daylight,16,Monday,1,1,1.0
Blowing Snow,Daylight,16,Saturday,2,2,1.0
Blowing Snow,Daylight,16,Sunday,1,1,1.0
Blowing Snow,Daylight,16,Tuesday,1,1,1.0
Blowing Snow,Daylight,17,Monday,2,2,1.0
Blowing Snow,Daylight,17,Saturday,2,3,1.5
Blowing Snow,Daylight,17,Sunday,1,1,1.0
Blowing Snow,Daylight,17,Tuesday,2,2,1.0
Blowing Snow,Daylight,17,Wednesday,1,1,1.0
Blowing Snow,Dusk,16,Saturday,1,3,3.0
Blowing Snow,Dusk,16,Sunday,1,1,1.0
Blowing Snow,Dusk,16,Thursday,1,1,1.0
Blowing Snow,Dusk,17,Sunday,1,1,1.0
Blowing Snow,Dusk,17,Tuesday,1,1,1.0
Blowing Snow,Dusk,17,Wednesday,1,1,1.0
Blowing Snow,Dusk,18,Friday,1,1,1.0
Blowing Snow,Dusk,20,Monday,1,1,1.0
Blowing Snow,Dusk,99,Saturday,1,1,1.0
Clear,Dark - Lighted,0,Friday,500,558,1.116
Clear,Dark - Lighted,0,Monday,505,543,1.0752475247524753
Clear,Dark - Lighted,0,Saturday,884,962,1.088235294117647
Clear,Dark - Lighted,0,Sunday,959,1078,1.1240875912408759
Clear,Dark - Lighted,0,Thursday,440,486,1.1045454545454545
Clear,Dark - Lighted,0,Tuesday,376,410,1.0904255319148937
Clear,Dark - Lighted,0,Wednesday,424,464,1.0943396226415094
Clear,Dark - Lighted,1,Friday,522,572,1.0957854406130267
Clear,Dark - Lighted,1,Monday,453,502,1.1081677704194262
Clear,Dark - Lighted,1,Saturday,947,1046,1.1045406546990497
Clear,Dark - Lighted,1,Sunday,1018,1122,1.1021611001964637
Clear,Dark - Lighted,1,Thursday,393,432,1.099236641221374
Clear,Dark - Lighted,1,Tuesday,315,331,1.0507936507936508
Clear,Dark - Lighted,1,Wednesday,339,367,1.0825958702064897
Clear,Dark - Lighted,2,Friday,499,546,1.094188376753507
Clear,Dark - Lighted,2,Monday,442,481,1.088235294117647
Clear,Dark - Lighted,2,Saturday,1088,1208,1.1102941176470589
Clear,Dark - Lighted,2,Sunday,1166,1326,1.137221269296741
Clear,Dark - Lighted,2,Thursday,377,415,1.1007957559681698
Clear,Dark - Lighted,2,Tuesday,249,271,1.0883534136546185
Clear,Dark - Lighted,2,Wednesday,282,304,1.0780141843971631
Clear,Dark - Lighted,3,Friday,326,349,1.0705521472392638
Clear,Dark - Lighted,3,Monday,288,305,1.0590277777777777
Clear,Dark - Lighted,3,Saturday,745,820,1.1006711409395973
Clear,Dark - Lighted,3,Sunday,804,908,1.1293532338308458
Clear,Dark - Lighted,3,Thursday,259,271,1.0463320463320462
Clear,Dark - Lighted,3,Tuesday,212,230,1.0849056603773586
Clear,Dark - Lighted,3,Wednesday,223,244,1.094170403587444
Clear,Dark - Lighted,4,Friday,288,309,1.0729166666666667
Clear,Dark - Lighted,4,Monday,264,284,1.0757575757575757
Clear,Dark - Lighted,4,Saturday,473,506,1.069767441860465
Clear,Dark - Lighted,4,Sunday,549,597,1.0874316939890711
Clear,Dark - Lighted,4,Thursday,240,251,1.0458333333333334
Clear,Dark - Lighted,4,Tuesday,197,209,1.0609137055837563
Clear,Dark - Lighted,4,Wednesday,216,238,1.1018518518518519
Clear,Dark - Lighted,5,Friday,285,297,1.0421052631578946
Clear,Dark - Lighted,5,Monday,291,307,1.0549828178694158
Clear,Dark - Lighted,5,Saturday,278,305,1.0971223021582734
Clear,Dark - Lighted,5,Sunday,281,302,1.0747330960854093
Clear,Dark - Lighted,5,Thursday,273,287,1.0512820512820513
Clear,Dark - Lighted,5,Tuesday,273,282,1.032967032967033
Clear,Dark - Lighted,5,Wednesday,257,266,1.0350194552529184
Clear,Dark - Lighted,6,Friday,176,185,1.0511363636363635
Clear,Dark - Lighted,6,Monday,151,154,1.0198675496688743
Clear,Dark - Lighted,6,Saturday,104,113,1.0865384615384615
Clear,Dark - Lighted,6,Sunday,114,125,1.0964912280701755
Clear,Dark - Lighted,6,Thursday,172,183,1.063953488372093
Clear,Dark - Lighted,6,Tuesday,198,205,1.0353535353535352
Clear,Dark - Lighted,6,Wednesday,161,164,1.0186335403726707
Clear,Dark - Lighted,7,Friday,21,21,1.0
Clear,Dark - Lighted,7,Monday,17,18,1.0588235294117647
Clear,Dark - Lighted,7,Saturday,19,20,1.0526315789473684
Clear,Dark - Lighted,7,Sunday,20,23,1.15
Clear,Dark - Lighted,7,Thursday,21,21,1.0
Clear,Dark - Lighted,7,Tuesday,13,13,1.0
Clear,Dark - Lighted,7,Wednesday,20,22,1.1
Clear,Dark - Lighted,8,Friday,5,5,1.0
Clear,Dark - Lighted,8,Monday,2,2,1.0
Clear,Dark - Lighted,8,Saturday,6,6,1.0
Clear,Dark - Lighted,8,Sunday,6,6,1.0
Clear,Dark - Lighted,8,Thursday,3,3,1.0
Clear,Dark - Lighted,8,Tuesday,2,2,1.0
Clear,Dark - Lighted,8,Wednesday,6,6,1.0
Clear,Dark - Lighted,9,Friday,1,1,1.0
Clear,Dark - Lighted,9,Monday,1,1,1.0
Clear,Dark - Lighted,10,Friday,1,1,1.0
Clear,Dark - Lighted,10,Monday,1,1,1.0
Clear,Dark - Lighted,10,Sunday,1,1,1.0
Clear,Dark - Lighted,11,Friday,2,2,1.0
Clear,Dark - Lighted,11,Monday,1,1,1.0
Clear,Dark - Lighted,11,Sunday,1,1,1.0
Clear,Dark - Lighted,12,Monday,1,1,1.0
Clear,Dark - Lighted,12,Thursday,1,1,1.0
Clear,Dark - Lighted,14,Sunday,1,1,1.0
Clear,Dark - Lighted,15,Monday,1,1,1.0
Clear,Dark - Lighted,15,Thursday,1,1,1.0
Clear,Dark - Lighted,16,Friday,22,22,1.0
Clear,Dark - Lighted,16,Monday,10,10,1.0
Clear,Dark - Lighted,16,Saturday,11,11,1.0
Clear,Dark - Lighted,16,Sunday,15,16,1.0666666666666667
Clear,Dark - Lighted,16,Thursday,21,21,1.0
Clear,Dark - Lighted,16,Tuesday,15,16,1.0666666666666667
Clear,Dark - Lighted,16,Wednesday,8,8,1.0
Clear,Dark - Lighted,17,Friday,177,178,1.0056497175141244
Clear,Dark - Lighted,17,Monday,169,174,1.029585798816568
Clear,Dark - Lighted,17,Saturday,166,170,1.0240963855421688
Clear,Dark - Lighted,17,Sunday,152,159,1.0460526315789473
Clear,Dark - Lighted,17,Thursday,162,168,1.037037037037037
Clear,Dark - Lighted,17,Tuesday,165,169,1.0242424242424242
Clear,Dark - Lighted,17,Wednesday,131,133,1.015267175572519
Clear,Dark - Lighted,18,Friday,414,428,1.0338164251207729
Clear,Dark - Lighted,18,Monday,329,345,1.0486322188449848
Clear,Dark - Lighted,18,Saturday,371,393,1.059299191374663
Clear,Dark - Lighted,18,Sunday,347,365,1.0518731988472623
Clear,Dark - Lighted,18,Thursday,383,394,1.0287206266318538
Clear,Dark - Lighted,18,Tuesday,343,361,1.0524781341107872
Clear,Dark - Lighted,18,Wednesday,360,369,1.025
Clear,Dark - Lighted,19,Friday,659,700,1.062215477996965
Clear,Dark - Lighted,19,Monday,449,466,1.0378619153674833
Clear,Dark - Lighted,19,Saturday,596,626,1.0503355704697988
Clear,Dark - Lighted,19,Sunday,507,528,1.0414201183431953
Clear,Dark - Lighted,19,Thursday,504,530,1.0515873015873016
Clear,Dark - Lighted,19,Tuesday,472,492,1.0423728813559323
Clear,Dark - Lighted,19,Wednesday,534,553,1.0355805243445693
Clear,Dark - Lighted,20,Friday,849,912,1.0742049469964665
Clear,Dark - Lighted,20,Monday,647,675,1.0432766615146831
Clear,Dark - Lighted,20,Saturday,901,943,1.04661487236404
Clear,Dark - Lighted,20,Sunday,799,844,1.0563204005006257
Clear,Dark - Lighted,20,Thursday,745,787,1.0563758389261746
Clear,Dark - Lighted,20,Tuesday,683,718,1.0512445095168375
Clear,Dark - Lighted,20,Wednesday,665,710,1.0676691729323309
Clear,Dark - Lighted,21,Friday,1057,1126,1.065279091769158
Clear,Dark - Lighted,21,Monday,700,744,1.062857142857143
Clear,Dark - Lighted,21,Saturday,1084,1168,1.0774907749077491
Clear,Dark - Lighted,21,Sunday,895,965,1.0782122905027933
Clear,Dark - Lighted,21,Thursday,829,870,1.0494571773220749
Clear,Dark - Lighted,21,Tuesday,700,746,1.0657142857142856
Clear,Dark - Lighted,21,Wednesday,762,813,1.0669291338582678
Clear,Dark - Lighted,22,Friday,1000,1058,1.058
Clear,Dark - Lighted,22,Monday,630,665,1.0555555555555556
Clear,Dark - Lighted,22,Saturday,996,1082,1.0863453815261044
Clear,Dark - Lighted,22,Sunday,782,839,1.0728900255754477
Clear,Dark - Lighted,22,Thursday,728,775,1.0645604395604396
Clear,Dark - Lighted,22,Tuesday,607,651,1.0724876441515652
Clear,Dark - Lighted,22,Wednesday,653,702,1.0750382848392037
Clear,Dark - Lighted,23,Friday,930,1004,1.0795698924731183
Clear,Dark - Lighted,23,Monday,476,528,1.1092436974789917
Clear,Dark - Lighted,23,Saturday,985,1078,1.0944162436548224
Clear,Dark - Lighted,23,Sunday,608,653,1.074013157894737
Clear,Dark - Lighted,23,Thursday,649,693,1.0677966101694916
Clear,Dark - Lighted,23,Tuesday,521,562,1.0786948176583493
Clear,Dark - Lighted,23,Wednesday,561,594,1.0588235294117647
Clear,Dark - Lighted,99,Friday,22,24,1.0909090909090908
Clear,Dark - Lighted,99,Monday,21,22,1.0476190476190477
Clear,Dark - Lighted,99,Saturday,27,28,1.037037037037037
Clear,Dark - Lighted,99,Sunday,29,30,1.0344827586206897
Clear,Dark - Lighted,99,Thursday,22,22,1.0
Clear,Dark - Lighted,99,Tuesday,16,16,1.0
Clear,Dark - Lighted,99,Wednesday,19,19,1.0
Clear,Dark - Not Lighted,0,Friday,654,702,1.073394495412844
Clear,Dark - Not Lighted,0,Monday,597,671,1.1239530988274706
Clear,Dark - Not Lighted,0,Saturday,1158,1295,1.118307426597582
Clear,Dark - Not Lighted,0,Sunday,1294,1421,1.098145285935085
Clear,Dark - Not Lighted,0,Thursday,511,544,1.0645792563600782
Clear,Dark - Not Lighted,0,Tuesday,431,477,1.1067285382830627
Clear,Dark - Not Lighted,0,Wednesday,526,567,1.0779467680608366
Clear,Dark - Not Lighted,1,Friday,535,592,1.1065420560747663
Clear,Dark - Not Lighted,1,Monday,470,510,1.0851063829787233
Clear,Dark - Not Lighted,1,Saturday,1103,1222,1.1078875793291025
Clear,Dark - Not Lighted,1,Sunday,1161,1311,1.1291989664082687
Clear,Dark - Not Lighted,1,Thursday,447,489,1.0939597315436242
Clear,Dark - Not Lighted,1,Tuesday,364,409,1.1236263736263736
Clear,Dark - Not Lighted,1,Wednesday,402,444,1.1044776119402986
Clear,Dark - Not Lighted,2,Friday,519,562,1.0828516377649327
Clear,Dark - Not Lighted,2,Monday,452,488,1.079646017699115
Clear,Dark - Not Lighted,2,Saturday,1167,1299,1.1131105398457584
Clear,Dark - Not Lighted,2,Sunday,1297,1463,1.12798766383963
Clear,Dark - Not Lighted,2,Thursday,432,456,1.0555555555555556
Clear,Dark - Not Lighted,2,Tuesday,316,341,1.0791139240506329
Clear,Dark - Not Lighted,2,Wednesday,360,416,1.1555555555555554
Clear,Dark - Not Lighted,3,Friday,451,498,1.1042128603104213
Clear,Dark - Not Lighted,3,Monday,380,427,1.1236842105263158
Clear,Dark - Not Lighted,3,Saturday,853,949,1.112543962485346
Clear,Dark - Not Lighted,3,Sunday,922,1045,1.1334056399132322
Clear,Dark - Not Lighted,3,Thursday,344,378,1.0988372093023255
Clear,Dark - Not Lighted,3,Tuesday,295,332,1.1254237288135593
Clear,Dark - Not Lighted,3,Wednesday,328,362,1.103658536585366
Clear,Dark - Not Lighted,4,Friday,434,475,1.0944700460829493
Clear,Dark - Not Lighted,4,Monday,352,381,1.0823863636363635
Clear,Dark - Not Lighted,4,Saturday,653,739,1.1316998468606432
Clear,Dark - Not Lighted,4,Sunday,714,791,1.107843137254902
Clear,Dark - Not Lighted,4,Thursday,329,360,1.094224924012158
Clear,Dark - Not Lighted,4,Tuesday,332,362,1.0903614457831325
Clear,Dark - Not Lighted,4,Wednesday,352,375,1.0653409090909092
Clear,Dark - Not Lighted,5,Friday,523,562,1.0745697896749522
Clear,Dark - Not Lighted,5,Monday,471,500,1.0615711252653928
Clear,Dark - Not Lighted,5,Saturday,532,576,1.0827067669172932
Clear,Dark - Not Lighted,5,Sunday,512,563,1.099609375
Clear,Dark - Not Lighted,5,Thursday,478,512,1.0711297071129706
Clear,Dark - Not Lighted,5,Tuesday,417,444,1.064748201438849
Clear,Dark - Not Lighted,5,Wednesday,495,533,1.0767676767676768
Clear,Dark - Not Lighted,6,Friday,351,371,1.056980056980057
Clear,Dark - Not Lighted,6,Monday,318,336,1.0566037735849056
Clear,Dark - Not Lighted,6,Saturday,276,296,1.0724637681159421
Clear,Dark - Not Lighted,6,Sunday,265,296,1.1169811320754717
Clear,Dark - Not Lighted,6,Thursday,355,381,1.0732394366197182
Clear,Dark - Not Lighted,6,Tuesday,337,356,1.056379821958457
Clear,Dark - Not Lighted,6,Wednesday,308,324,1.051948051948052
Clear,Dark - Not Lighted,7,Friday,53,60,1.1320754716981132
Clear,Dark - Not Lighted,7,Monday,52,55,1.0576923076923077
Clear,Dark - Not Lighted,7,Saturday,41,47,1.146341463414634
Clear,Dark - Not Lighted,7,Sunday,68,74,1.088235294117647
Clear,Dark - Not Lighted,7,Thursday,53,56,1.0566037735849056
Clear,Dark - Not Lighted,7,Tuesday,41,47,1.146341463414634
Clear,Dark - Not Lighted,7,Wednesday,48,52,1.0833333333333333
Clear,Dark - Not Lighted,8,Friday,9,9,1.0
Clear,Dark - Not Lighted,8,Monday,12,12,1.0
Clear,Dark - Not Lighted,8,Saturday,18,21,1.1666666666666667
